view_0:0:1	state=5 attempt=1 deadline=Some(1788951873513) (pre-crash state=5)
view_0:0:2	state=5 attempt=1 deadline=Some(1788951874008) (pre-crash state=5)
view_0:0:3	state=5 attempt=1 deadline=Some(1788951875156) (pre-crash state=1)
root_seal_matches_oracle_after_restart	true
child_seal_matches_oracle_after_restart	true
new_capacity_after_reconcile	0:0:4 admitted and settled
settlement	mode-2 child COVERAGE, root COVERAGE, COMPLETED
java_jar_sha256	9b23a14c36e3f33bc9fae1b12d0835441ba6d52aba14393ed4ae3f7e309e08c9
