1	durable-18d5d9f3653ef1c4	r-connection-ceiling	rust	client	298159-18d5db52261c7083	1	CONNECTION_REFUSAL_OBSERVED							
1	durable-18d5d9f3653ef1c4	r-connection-ceiling	rust	client	298159-18d5db52261c7083	2	CONNECTION_REFUSAL_OBSERVED							
1	durable-18d5d9f3653ef1c4	r-connection-ceiling	rust	client	298159-18d5db52261c7083	3	CEILING_EVIDENCE					artifacts/connections.tsv	1450	2b15f4f8b6bbc828ad6a8a5023c490375897aaf4287296a927b17a8d176aee38
