# pipestream-resources-v2	interval_ms=100
1	4	310904	130819	113910	384296	384296	39	19	0	8265728	98304	-	-
2	104	310904	130819	113910	214004	378936	34	19	0	8265728	98304	-	-
3	204	310904	130819	113910	214056	378936	34	19	0	8265728	98304	-	-
4	304	310904	130819	113910	215520	378936	34	19	0	8265728	98304	-	-
5	404	310904	130819	113910	215560	378936	34	19	0	8265728	98304	-	-
6	504	310904	130819	113910	215660	378936	34	19	0	8265728	98304	-	-
7	604	310904	130819	113910	215972	378936	34	19	0	8265728	98304	-	-
8	704	310904	130819	113910	216056	378936	34	19	0	8265728	98304	-	-
9	805	310904	130819	113910	216100	378936	34	19	0	8265728	98304	-	-
10	963	310904	130819	113910	216252	378936	34	19	0	8265728	98304	34657	heap:jstat
11	1005	310904	130819	113910	216280	378936	34	19	0	8265728	98304	-	-
12	1104	310904	130819	113910	216412	378936	34	19	0	8265728	98304	-	-
13	1204	310904	130819	113910	216424	378936	34	19	0	8265728	98304	-	-
14	1305	310904	130819	113910	216460	378936	34	19	0	8265728	98304	-	-
15	1405	310904	130819	113910	210776	378936	34	19	0	8265728	98304	-	-
16	1505	310904	130819	113910	210788	378936	34	19	0	8265728	98304	-	-
17	1605	310904	130819	113910	210804	378936	34	19	0	8265728	98304	-	-
18	1705	310904	130819	113910	210816	378936	34	19	0	8265728	98304	-	-
19	1805	310904	130819	113910	210332	378936	34	19	0	8265728	98304	-	-
20	1963	310904	130819	113910	210372	378936	34	19	0	8265728	98304	37729	heap:jstat
21	2005	310904	130819	113910	210500	378936	34	19	0	8265728	98304	-	-
22	2106	310904	130819	113910	210504	378936	34	19	0	8265728	98304	-	-
23	2206	310904	130819	113910	210512	378936	34	19	0	8265728	98304	-	-
24	2306	310904	130819	113910	210524	378936	34	19	0	8265728	98304	-	-
25	2406	310904	130819	113910	210576	378936	34	19	0	8265728	98304	-	-
26	2505	310904	130819	113910	210620	378936	34	19	0	8265728	98304	-	-
27	2606	310904	130819	113910	210700	378936	34	19	0	8265728	98304	-	-
28	2706	310904	130819	113910	211452	378936	34	19	0	8265728	98304	-	-
29	2805	310904	130819	113910	211484	378936	34	19	0	8265728	98304	-	-
30	2961	310904	130819	113910	227744	378936	35	19	0	8265728	98304	40801	heap:jstat
31	3006	310904	130819	113910	244172	378936	35	19	0	8265728	98304	-	-
32	3106	310904	130819	113910	244176	378936	35	19	0	8265728	98304	-	-
33	3206	310904	130819	113910	244184	378936	35	19	0	8265728	98304	-	-
34	3306	310904	130819	113910	244184	378936	35	19	0	8265728	98304	-	-
35	3406	310904	130819	113910	244184	378936	35	19	0	8265728	98304	-	-
36	3506	310904	130819	113910	244200	378936	34	19	0	8265728	98304	-	-
37	3605	310904	130819	113910	251396	378936	34	19	0	8265728	98304	-	-
38	3706	310904	130819	113910	251380	378936	32	19	0	8265728	98304	-	-
39	3807	310904	130819	113910	251424	378936	32	19	0	8265728	98304	-	-
40	3963	310904	130819	113910	251424	378936	32	19	0	8265728	98304	43873	heap:jstat
41	4007	310904	130819	113910	251472	378936	33	19	0	8265728	98304	-	-
42	4106	310904	130819	113910	251472	378936	33	19	0	8265728	98304	-	-
43	4206	310904	130819	113910	251476	378936	33	19	0	8265728	98304	-	-
44	4307	310904	130819	113910	251620	378936	33	19	0	8265728	98304	-	-
45	4406	310904	130819	113910	214092	378936	32	19	0	8265728	98304	-	-
46	4507	310904	130819	113910	214092	378936	32	19	0	8265728	98304	-	-
47	4606	310904	130819	113910	214108	378936	32	19	0	8265728	98304	-	-
48	4707	310904	130819	113910	217060	378936	32	19	0	8265728	98304	-	-
49	4807	310904	130819	113910	210928	378936	32	19	0	8265728	98304	-	-
50	4964	310904	130819	113910	210932	378936	32	19	0	8265728	98304	45921	heap:jstat
51	5007	310904	130819	113910	210932	378936	32	19	0	8265728	98304	-	-
52	5107	310904	130819	113910	210932	378936	32	19	0	8265728	98304	-	-
53	5207	310904	130819	113910	210932	378936	32	19	0	8265728	98304	-	-
54	5307	310904	130819	113910	210932	378936	31	19	0	8265728	98304	-	-
55	5407	310904	130819	113910	210964	378936	31	19	0	8265728	98304	-	-
56	5508	310904	130819	113910	212164	378936	31	19	0	8265728	98304	-	-
57	5607	310904	130819	113910	212164	378936	31	19	0	8265728	98304	-	-
58	5707	310904	130819	113910	212168	378936	31	19	0	8265728	98304	-	-
59	5808	310904	130819	113910	212168	378936	31	19	0	8265728	98304	-	-
60	5968	310904	130819	113910	212176	378936	31	19	0	8265728	98304	48993	heap:jstat
61	6008	310904	130819	113910	213344	378936	31	19	0	8265728	98304	-	-
62	6107	310904	130819	113910	213360	378936	31	19	0	8265728	98304	-	-
63	6207	310904	130819	113910	213364	378936	31	19	0	8265728	98304	-	-
64	6308	310904	130819	113910	213628	378936	31	19	0	8265728	98304	-	-
65	6407	310904	130819	113910	213632	378936	31	19	0	8265728	98304	-	-
66	6508	310904	130819	113910	213636	378936	31	19	0	8265728	98304	-	-
67	6608	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
68	6708	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
69	6807	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
70	6969	310904	130819	113910	213848	378936	31	19	0	8265728	98304	52065	heap:jstat
71	7009	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
72	7107	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
73	7208	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
74	7308	310904	130819	113910	213848	378936	31	19	0	8265728	98304	-	-
75	7408	310904	130819	113910	213944	378936	31	19	0	8265728	98304	-	-
76	7508	310904	130819	113910	214232	378936	31	19	0	8265728	98304	-	-
77	7609	310904	130819	113910	214520	378936	31	19	0	8265728	98304	-	-
78	7708	310904	130819	113910	214812	378936	31	19	0	8265728	98304	-	-
79	7809	310904	130819	113910	215100	378936	31	19	0	8265728	98304	-	-
80	7967	310904	130819	113910	215388	378936	31	19	0	8265728	98304	55137	heap:jstat
81	8009	310904	130819	113910	255312	378936	32	19	0	8265728	98304	-	-
82	8108	310904	130819	113910	255608	378936	32	19	0	8265728	98304	-	-
83	8209	310904	130819	113910	216280	378936	31	19	0	8265728	98304	-	-
84	8309	310904	130819	113910	216564	378936	31	19	0	8265728	98304	-	-
85	8409	310904	130819	113910	216852	378936	31	19	0	8265728	98304	-	-
