# pipestream-network-v1
baseline-start	proc-net-dev	lo	0	33544558403	21461698	33544558403	21461698
baseline-end	proc-net-dev	lo	10000	33544564556	21461749	33544564556	21461749
handshake-start	proc-net-dev	lo	10000	33544564556	21461749	33544564556	21461749
handshake-end	proc-net-dev	lo	10026	33544581232	21461778	33544581232	21461778
transfer-start	proc-net-dev	lo	10049	33544581509	21461781	33544581509	21461781
transfer-end	proc-net-dev	lo	10118	33548969286	21463562	33548969286	21463562
end	proc-net-dev	lo	10455	33548970050	21463573	33548970050	21
